title,categories
제주 신화월드에서 2박 3일 휴가,여행;휴식
친구들과 부산 파라다이스 호텔 씨메르에서 스파,친목;휴식
애인이랑 안동 월영교 야경 보며 데이트,연애;여행
"결혼기념일, 서울 신라호텔에서 호캉스",가족;연애;휴식
강릉 세인트존스호텔 인피니티풀에서 수영,여행;휴식
경주 힐튼호텔에서 가족 여행,가족;여행
인천 네스트호텔에서 갈대밭 산책,여행;휴식
여수 베네치아 호텔에서 오션뷰 즐기기,여행;휴식
속초 롯데리조트 워터파크에서 놀기,여행;취미
정선 파크로쉬 리조트에서 웰니스 프로그램 체험,여행;휴식;건강
남해 사우스케이프 스파 앤 스위트에서 골프 라운딩,여행;취미;건강
울진 덕구온천리조트에서 온천욕,여행;휴식;건강
포천 베어스타운에서 스키 타기,여행;취미
무주 덕유산리조트에서 곤돌라 타고 설경 구경,여행
홍천 비발디파크 오션월드 가기,여행;취미
평창 알펜시아리조트에서 스키점프대 구경,여행
태안 아일랜드 리솜에서 해변 산책,여행;휴식
거제 소노캄에서 요트 체험하기,여행;취미
변산 소노벨에서 채석강 구경,여행
제천 리솜포레스트에서 해브나인 힐링스파,여행;휴식;건강
청송 소노벨에서 주왕산 등산,여행;건강
경주 코오롱호텔에서 불국사 구경,여행
단양 소노문에서 단양팔경 유람선 타기,여행
삼척 쏠비치에서 프라이빗 비치 즐기기,여행;휴식
양양 쏠비치에서 일출 보기,여행
진도 쏠비치에서 신비의 바닷길 체험,여행
고양 소노캄에서 일산호수공원 산책,가족
장시우와 저녁 약속,친목
이영희와 저녁 약속,친목
정수현와 저녁 약속,친목
오하은와 저녁 약속,친목
박서연와 저녁 약속,친목
오하은와 신림에서 만나기,친목
김철수와 선릉에서 만나기,친목
한소희와 강남역에서 만나기,친목
김민지와 명동에서 만나기,친목
강민호와 홍대입구에서 만나기,친목
임태현와 점심시간에 커피 마시기,친목
장시우와 오후 3시에 커피 마시기,친목
신미나와 밤 11시에 커피 마시기,친목
김철수와 정오에 커피 마시기,친목
임태현와 오후 1시에 커피 마시기,친목
이도현 생일파티 참석,친목
임태현 생일파티 참석,친목
강민호 생일파티 참석,친목
박서연 생일파티 참석,친목
신미나 생일파티 참석,친목
정우진와 함께 영화 보기,친목
한소희와 함께 영화 보기,친목
강민호와 함께 영화 보기,친목
송지아와 동대문에서 술약속,친목
조영수와 이태원에서 술약속,친목
이도현와 동대문에서 술약속,친목
임태현와 역삼에서 술약속,친목
한소희와 선릉에서 술약속,친목
최지혜와 점심 식사,친목
김철수와 점심 식사,친목
윤서준와 점심 식사,친목
최유나와 점심 식사,친목
신미나와 이번주 토요일 밤 11시에 만나기,친목
송지아와 월말 새벽 6시에 만나기,친목
이도현와 이번주 토요일 저녁 8시에 만나기,친목
최지혜와 12월 25일 오후 1시에 만나기,친목
이영희와 1월 1일 오후 2시에 만나기,친목
조영수와 카페에서 수다떨기,친목
정우진와 카페에서 수다떨기,친목
김민지와 카페에서 수다떨기,친목
장시우와 함께 쇼핑하기,친목
신미나와 함께 쇼핑하기,친목
윤서준와 함께 쇼핑하기,친목
한소희와 함께 쇼핑하기,친목
정수현와 함께 쇼핑하기,친목
송지아 결혼식 참석,친목
강민호 결혼식 참석,친목
한소희 결혼식 참석,친목
김민지 결혼식 참석,친목
박서연 결혼식 참석,친목
이도현와 볼링장 가기,친목
윤서준와 볼링장 가기,친목
류준호와 볼링장 가기,친목
장시우와 볼링장 가기,친목
한소희와 볼링장 가기,친목
박민수와 노래방 가기,친목
이도현와 노래방 가기,친목
신미나와 노래방 가기,친목
윤서준와 노래방 가기,친목
장시우와 노래방 가기,친목
조영수와 게임하기,친목
김민지와 게임하기,친목
정우진와 게임하기,친목
임태현와 게임하기,친목
오하은와 게임하기,친목
최지혜와 운동하기,친목
박민수와 운동하기,친목
신미나와 운동하기,친목
김민지와 운동하기,친목
임태현와 운동하기,친목
조영수와 데이트하기,연애
장시우와 데이트하기,연애
박서연와 데이트하기,연애
강민호와 데이트하기,연애
오하은와 동대문에서 데이트,연애
오하은와 서울역에서 데이트,연애
김철수와 홍대입구에서 데이트,연애
박서연와 선릉에서 데이트,연애
임태현와 기념일 챙기기,연애
강민호와 기념일 챙기기,연애
정수현와 기념일 챙기기,연애
정우진에게 선물하기,연애
이도현에게 선물하기,연애
신미나에게 선물하기,연애
박민수에게 선물하기,연애
박민수와 다음달 오전 9시에 만나기,연애
박민수와 2월 14일 오후 3시에 만나기,연애
이영희와 다음주 월요일 저녁 7시에 만나기,연애
김철수와 12월 25일 오전 10시에 만나기,연애
장시우와 로맨틱한 저녁식사,연애
이도현와 로맨틱한 저녁식사,연애
임태현와 로맨틱한 저녁식사,연애
이영희와 로맨틱한 저녁식사,연애
송지아와 함께 여행가기,연애
신미나와 함께 여행가기,연애
한소희와 함께 여행가기,연애
윤서준와 함께 여행가기,연애
김민지와 영화 데이트,연애
최유나와 영화 데이트,연애
박서연와 영화 데이트,연애
최유나와 산책하기,연애
이도현와 산책하기,연애
최지혜와 산책하기,연애
박서연와 산책하기,연애
오하은와 커플링 맞추기,연애
이영희와 커플링 맞추기,연애
박민수와 커플링 맞추기,연애
정수현와 커플링 맞추기,연애
건대입구에 있는 식당 예약,예약
명동에 있는 식당 예약,예약
압구정에 있는 식당 예약,예약
가로수길 맛집 예약하기,예약
역삼 맛집 예약하기,예약
이태원 맛집 예약하기,예약
청담 카페 예약,예약
성수동 카페 예약,예약
을지로 카페 예약,예약
삼성 병원 예약하기,예약
홍대입구 병원 예약하기,예약
논현 병원 예약하기,예약
건대입구 미용실 예약,예약
종로 미용실 예약,예약
가로수길 미용실 예약,예약
가로수길 헬스장 등록,예약
강남역 헬스장 등록,예약
을지로 학원 상담 예약,예약
역삼 학원 상담 예약,예약
서울역 학원 상담 예약,예약
성수동 치과 예약,예약
압구정 치과 예약,예약
신촌 치과 예약,예약
잠실 피부과 예약,예약
가로수길 피부과 예약,예약
논현 피부과 예약,예약
동대문 마사지샵 예약,예약
신촌 마사지샵 예약,예약
강릉로 여행 계획,여행
경주로 여행 계획,여행
부산로 여행 계획,여행
순천 여행 준비하기,여행
부산 여행 준비하기,여행
안동 여행 준비하기,여행
안동 숙소 예약,여행
경주 숙소 예약,여행
제주도 숙소 예약,여행
광주 관광지 알아보기,여행
통영 관광지 알아보기,여행
대구 관광지 알아보기,여행
경주 맛집 찾아보기,여행
진주 맛집 찾아보기,여행
포항 여행 일정 짜기,여행
제주도 여행 일정 짜기,여행
안동 여행 일정 짜기,여행
통영 항공권 예약,여행
경주 항공권 예약,여행
순천 항공권 예약,여행
속초 렌터카 예약,여행
제주도 렌터카 예약,여행
통영 렌터카 예약,여행
장시우와 통화하기,통화
이영희와 통화하기,통화
류준호와 통화하기,통화
박민수에게 전화하기,통화
강민호에게 전화하기,통화
류준호에게 전화하기,통화
정우진와 저녁 8시에 전화 약속,통화
최유나와 오후 1시에 전화 약속,통화
박서연와 오후 3시에 전화 약속,통화
신미나와 영상통화,통화
임태현와 영상통화,통화
박서연와 영상통화,통화
이도현에게 안부 전화,통화
김민지에게 안부 전화,통화
조영수에게 안부 전화,통화
이도현와 업무 통화,통화
최지혜와 업무 통화,통화
장시우와 화상회의,통화
조영수와 화상회의,통화
강민호와 화상회의,통화
송지아와 긴급 통화,통화
오하은와 긴급 통화,통화
이영희와 긴급 통화,통화
삼성에 있는 병원 방문,치료
명동에 있는 병원 방문,치료
신림에 있는 병원 방문,치료
이태원 치과 예약,치료
서울역 치과 예약,치료
서울역 한의원 방문,치료
동대문 한의원 방문,치료
강남역 한의원 방문,치료
홍대입구 정형외과 치료,치료
을지로 정형외과 치료,치료
신림 정형외과 치료,치료
압구정 피부과 시술,치료
을지로 피부과 시술,치료
청담 피부과 시술,치료
논현 성형외과 상담,치료
을지로 성형외과 상담,치료
삼성 성형외과 상담,치료
명동 내과 진료,치료
성수동 내과 진료,치료
신림 내과 진료,치료
동대문 안과 검진,치료
삼성 안과 검진,치료
가로수길 안과 검진,치료
정수현 어머니 생신 챙기기,가족
조영수 어머니 생신 챙기기,가족
김민지 어머니 생신 챙기기,가족
최유나 아버지와 식사하기,가족
박서연 아버지와 식사하기,가족
박민수 할머니 댁 방문,가족
류준호 할머니 댁 방문,가족
장시우 할머니 댁 방문,가족
송지아와 가족 모임,가족
최지혜와 가족 모임,가족
조영수와 가족 모임,가족
정수현 형제와 만나기,가족
이영희 형제와 만나기,가족
강민호 형제와 만나기,가족
조영수 사촌과 약속,가족
신미나 사촌과 약속,가족
장시우 사촌과 약속,가족
신미나와 논현에서 회의,업무
류준호와 서울역에서 회의,업무
윤서준와 삼성에서 회의,업무
강민호 팀장과 미팅,업무
신미나 팀장과 미팅,업무
장시우 팀장과 미팅,업무
건대입구 사무실에서 프레젠테이션,업무
신촌 사무실에서 프레젠테이션,업무
이태원 사무실에서 프레젠테이션,업무
송지아와 업무 협의,업무
이도현와 업무 협의,업무
김민지와 업무 협의,업무
청담에서 고객 미팅,업무
잠실에서 고객 미팅,업무
논현에서 고객 미팅,업무
